user_text,age_group,sex,body_part,red_flags_present,duration_days,pain_score,symptom_count,primary_disease
"for the last few days i have had cough, chest pain when breathing, fever, shortness of breath, fatigue, chills, green mucus, severe shortness of breath and low oxygen for 13 days. my pain score is 7 out of 10.",teen,not specified,chest,yes,13,7,9,pneumonia
"today i noticed productive cough, fatigue, mild fever and chest discomfort for 3 days. my pain score is 1 out of 10.",older adult,not specified,chest,yes,3,1,4,bronchitis
"i have dull headache, stress, neck tightness, poor sleep, fatigue, weakness on one side and sudden worst headache for 12 days. my pain score is 9 out of 10.",teen,not specified,head,yes,12,9,7,tension headache
"for the last few days i have had shivering, very unwell, reduced urination, vomiting, blue lips and red skin for 3 days. my pain score is 8 out of 10.",child,not specified,whole body,yes,3,8,6,sepsis
"i feel flank pain, fever, nausea, burning urination, chills, blood in urine and recent lifting for 5 days. my pain score is 7 out of 10.",adult,female,back/abdomen,no,5,7,7,kidney infection
"i've got fatigue, dry mouth, dizziness, thirst and stomach cramps for 3 days. my pain score is 3 out of 10.",adult,female,whole body,yes,3,3,5,dehydration
"i am experiencing cough, chest pain when breathing, fever and shortness of breath for 2 days. my pain score is 3 out of 10.",adult,male,chest,yes,2,3,4,pneumonia
"i feel increased thirst, fatigue, weight loss, nausea, dry mouth and shaking for 6 days. my pain score is 6 out of 10.",older adult,not specified,whole body,yes,6,6,6,hyperglycemia
"today i noticed chest pain when breathing, cough, shortness of breath, chills and fatigue for 7 days. my pain score is 3 out of 10.",child,male,chest,no,7,3,5,pneumonia
"my symptoms are headache, facial pressure, thick nasal discharge, fever, reduced smell and tooth pain for 5 days. my pain score is 6 out of 10.",child,not specified,head,yes,5,6,6,sinusitis
"i have chest pain when breathing, cough, fever, fatigue and green mucus for 2 days. my pain score is 7 out of 10.",child,female,chest,no,2,7,5,pneumonia
"i am experiencing vomiting, nausea and sore throat for 2 days. my pain score is 2 out of 10.",older adult,male,abdomen,no,2,2,3,gastroenteritis
"my symptoms are nausea, one-sided headache, light sensitivity, sound sensitivity and vomiting for 7 days. my pain score is 6 out of 10.",child,male,head,yes,7,6,5,migraine
i am experiencing productive cough and mild fever today. my pain score is 1 out of 10.,teen,not specified,chest,no,0,1,2,bronchitis
"i am experiencing fever, nausea, right lower abdominal pain, loss of appetite and vomiting for 3 days. my pain score is 3 out of 10.",child,female,abdomen,no,3,3,5,appendicitis
"for the last few days i have had difficulty moving, injury, swelling, severe tenderness, deformity, cannot bear weight, bone visible and warm skin for 14 days. my pain score is 7 out of 10.",older adult,not specified,arm/leg,yes,14,7,8,fracture or sprain
"today i noticed sound sensitivity, light sensitivity, one-sided headache and nausea for 3 days. my pain score is 3 out of 10.",adult,male,head,no,3,3,4,migraine
"i have trembling, racing heart and tingling fingers for 6 days. my pain score is 3 out of 10.",child,male,chest/whole body,no,6,3,3,anxiety or panic attack
"i am experiencing nausea, fever, burning urination, flank pain, vomiting and chills for 4 days. my pain score is 4 out of 10.",older adult,female,back/abdomen,no,4,4,6,kidney infection
"today i noticed reduced hearing, fever and mild cough for 1 day. my pain score is 2 out of 10.",child,not specified,ear/head,no,1,2,3,ear infection
i feel chills and fatigue for 2 days. my pain score is 3 out of 10.,adult,not specified,whole body,yes,2,3,2,influenza
"i've got warm skin, skin pain, red skin, swelling, pus, spreading redness and fever for 4 days. my pain score is 3 out of 10.",adult,male,skin/leg/arm,yes,4,3,7,cellulitis
"i've got chest tightness, racing heart and fear for 1 day. my pain score is 1 out of 10.",adult,female,chest/whole body,no,1,1,3,anxiety or panic attack
"my symptoms are fever, nausea, right lower abdominal pain, pain worse with movement and severe abdominal pain for 11 days. my pain score is 8 out of 10.",child,not specified,abdomen,yes,11,8,5,appendicitis
"today i noticed loss of appetite, nausea and vomiting for 7 days. my pain score is 7 out of 10.",child,not specified,abdomen,no,7,7,3,appendicitis
"i've got neck tightness, dull headache and pressure around head for 3 days. my pain score is 1 out of 10.",child,male,head,yes,3,1,3,tension headache
"today i noticed blocked nose, mild cough, runny nose, sore throat, fever and fatigue for 3 days. my pain score is 3 out of 10.",child,male,head/chest,yes,3,3,6,common cold
"i've got flank pain, fever, burning urination, nausea, blood in urine, vomiting, chills, low blood pressure, very unwell and lower abdominal pain for 8 days. my pain score is 8 out of 10.",child,male,back/abdomen,yes,8,8,10,kidney infection
"today i noticed skin pain, red skin, warm skin, swelling, fever, spreading redness and pus for 2 days. my pain score is 7 out of 10.",older adult,female,skin/leg/arm,yes,2,7,7,cellulitis
"for the last few days i have had chest tightness, chest pressure, sweating, jaw pain, pain spreading to arm, crushing chest pain and severe shortness of breath for 13 days. my pain score is 8 out of 10.",child,not specified,chest,yes,13,8,7,heart attack
"today i noticed pressure around head, neck tightness, mild nausea and nausea for 3 days. my pain score is 5 out of 10.",adult,male,head,yes,3,5,4,tension headache
"for the last few days i have had chest tightness, trembling, racing heart and shortness of breath for 1 day. my pain score is 3 out of 10.",child,male,chest/whole body,no,1,3,4,anxiety or panic attack
"i have chest pain when breathing, fever, shortness of breath, cough, green mucus and fatigue for 5 days. my pain score is 5 out of 10.",child,female,chest,no,5,5,6,pneumonia
"i have sweating, nausea, chest pressure, chest tightness, pain spreading to arm, fainting and severe shortness of breath for 11 days. my pain score is 10 out of 10.",teen,not specified,chest,yes,11,10,7,heart attack
"i feel pale skin, fatigue, dizziness and shortness of breath on exertion today. my pain score is 1 out of 10.",teen,not specified,whole body,no,0,1,4,anemia
"i am experiencing one-sided headache, sound sensitivity, light sensitivity and dull headache for 3 days. my pain score is 1 out of 10.",teen,not specified,head,no,3,1,4,migraine
"my symptoms are dizziness, thirst, fast heartbeat, headache and nausea for 2 days. my pain score is 7 out of 10.",older adult,female,whole body,yes,2,7,5,dehydration
"for the last few days i have had pain worse with movement, recent lifting, muscle tightness, reduced range of motion and swelling for 3 days. my pain score is 4 out of 10.",adult,female,back/arm/leg,no,3,4,5,muscle strain
"for the last few days i have had fever, burning urination, flank pain, vomiting, blood in urine, chills and localized pain for 4 days. my pain score is 3 out of 10.",adult,male,back/abdomen,no,4,3,7,kidney infection
"today i noticed cloudy urine, frequent urination, fever, blood in urine and back pain for 2 days. my pain score is 4 out of 10.",adult,female,pelvis/abdomen,yes,2,4,5,urinary tract infection
"i have bad taste, tooth pain, gum swelling, facial swelling and blocked nose for 3 days. my pain score is 3 out of 10.",adult,not specified,mouth/face,no,3,3,5,dental abscess
"i have dry cough, fatigue and sore throat today. my pain score is 2 out of 10.",teen,male,whole body,no,0,2,3,covid-like viral illness
"i am experiencing nausea, upper abdominal pain, loss of appetite, heartburn, vomiting and indigestion for 5 days. my pain score is 6 out of 10.",child,not specified,abdomen,yes,5,6,6,gastritis
i've got swelling and bruising for 3 days. my pain score is 1 out of 10.,adult,not specified,arm/leg,yes,3,1,2,fracture or sprain
my symptoms are tooth pain and gum swelling for 2 days. my pain score is 1 out of 10.,teen,male,mouth/face,no,2,1,2,dental abscess
"my symptoms are nausea, chest tightness, sweating, chest pressure, shortness of breath, pain spreading to arm, jaw pain, fainting and cough for 9 days. my pain score is 9 out of 10.",child,not specified,chest,yes,9,9,9,heart attack
"i have fatigue, dry cough, body aches and headache for 5 days. my pain score is 4 out of 10.",adult,male,whole body,no,5,4,4,covid-like viral illness
"today i noticed recent lifting, muscle tightness, localized pain and pain worse with movement for 1 day. my pain score is 2 out of 10.",adult,male,back/arm/leg,yes,1,2,4,muscle strain
"my symptoms are burning urination, cloudy urine, frequent urination, lower abdominal pain, back pain, fever and nausea for 6 days. my pain score is 4 out of 10.",older adult,male,pelvis/abdomen,no,6,4,7,urinary tract infection
"i feel thirst, dizziness, fatigue, reduced urination and stomach cramps for 2 days. my pain score is 6 out of 10.",teen,male,whole body,yes,2,6,5,dehydration
"for the last few days i have had sweating, shaking, dizziness, hunger, headache, fast heartbeat, confusion, unconscious and cannot swallow today. my pain score is 8 out of 10.",teen,not specified,whole body,yes,0,8,9,hypoglycemia
"today i noticed chest discomfort, fatigue, productive cough and wheezing for 7 days. my pain score is 7 out of 10.",child,not specified,chest,no,7,7,4,bronchitis
"i feel bad taste, tooth pain, pain chewing, swollen glands and fever for 3 days. my pain score is 6 out of 10.",older adult,male,mouth/face,no,3,6,5,dental abscess
"i am experiencing red skin, warm skin and swelling for 3 days. my pain score is 1 out of 10.",child,female,skin/leg/arm,no,3,1,3,cellulitis
"for the last few days i have had nausea, chest tightness, chest pressure, sweating, pain spreading to arm, crushing chest pain and severe shortness of breath for 10 days. my pain score is 9 out of 10.",older adult,female,chest,yes,10,9,7,heart attack
"i feel cloudy urine, frequent urination, lower abdominal pain, burning urination, back pain and right lower abdominal pain for 2 days. my pain score is 6 out of 10.",older adult,female,pelvis/abdomen,no,2,6,6,urinary tract infection
"for the last few days i have had gum swelling, bad taste, facial swelling, tooth pain, fever, pain chewing, swollen glands, rapid facial swelling and difficulty swallowing for 7 days. my pain score is 10 out of 10.",teen,male,mouth/face,yes,7,10,9,dental abscess
"for the last few days i have had burning chest discomfort, acid reflux and sour taste for 1 day. my pain score is 1 out of 10.",teen,male,chest/abdomen,no,1,1,3,gerd
"for the last few days i have had pain worse with movement, recent lifting, bruising and swelling for 5 days. my pain score is 7 out of 10.",adult,male,back/arm/leg,no,5,7,4,muscle strain
"my symptoms are fatigue, fever, headache, body aches and diarrhea for 2 days. my pain score is 7 out of 10.",adult,not specified,whole body,no,2,7,5,covid-like viral illness
"i have trembling, fear and shortness of breath for 1 day. my pain score is 1 out of 10.",older adult,male,chest/whole body,no,1,1,3,anxiety or panic attack
"for the last few days i have had sweating, chest tightness, chest pressure, nausea, shortness of breath, fainting, severe shortness of breath and acid reflux for 8 days. my pain score is 10 out of 10.",adult,not specified,chest,yes,8,10,8,heart attack
"i feel fullness in ear, reduced hearing, ear pain, fever and blocked nose today. my pain score is 3 out of 10.",adult,not specified,ear/head,no,0,3,5,ear infection
i am experiencing sour taste and burning chest discomfort for 2 days. my pain score is 1 out of 10.,child,male,chest/abdomen,yes,2,1,2,gerd
"i am experiencing chest discomfort, productive cough, mild fever, fatigue and mild cough for 3 days. my pain score is 3 out of 10.",older adult,not specified,chest,no,3,3,5,bronchitis
"i feel right lower abdominal pain, nausea, pain worse with movement, vomiting, abdominal tenderness and cloudy urine for 3 days. my pain score is 6 out of 10.",older adult,female,abdomen,no,3,6,6,appendicitis
"i feel neck tightness, pressure around head, stress, dull headache, poor sleep, fatigue, sudden worst headache and weakness on one side for 8 days. my pain score is 8 out of 10.",older adult,male,head,yes,8,8,8,tension headache
"today i noticed light sensitivity, fever, neck stiffness, drowsiness, vomiting, rash, confusion and fast heartbeat for 7 days. my pain score is 7 out of 10.",child,not specified,head/neck,yes,7,7,8,meningitis
"my symptoms are shaking, weakness, hunger and dizziness today. my pain score is 3 out of 10.",child,male,whole body,no,0,3,4,hypoglycemia
"today i noticed weakness, shaking, sweating, dizziness, confusion and fear for 6 days. my pain score is 7 out of 10.",adult,male,whole body,yes,6,7,6,hypoglycemia
"i have fatigue, chest discomfort, productive cough, mucus, shortness of breath, wheezing and coughing blood for 1 day. my pain score is 10 out of 10.",older adult,not specified,chest,yes,1,10,7,bronchitis
